;;PROCESO GESTIÓN DEL TALENTO HUMANO;;;;;;;;;;;;;;"Código: FGN-AP01-F-182
 
 Versión: 01";;;;;;;;;
241;6/13/2025;3 - NOROCCIDENTAL;Antioquia;Techo de la sede.;Fiscalía Don Matías ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian orificios en el techo.;Se sugiere tramitar ante el propietario del inmueble la reparación del techo.;Gestión Contractual ;;;;;;;;;;;;;;;
242;6/13/2025;3 - NOROCCIDENTAL;Antioquia;Escalones de acceso a la sede y al archivo.;Fiscalía Don Matías ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian escalones sin cinta antideslizante y sin pasamanos en los costados;Se sugiere la instalación de cinta antideslizante en los escalones y la colocación de los pasamanos faltantes;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
243;6/13/2025;3 - NOROCCIDENTAL;Antioquia;Archivo de la unidad y sala de recepción de usuarios;Fiscalía Don Matías ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia almacenamiento de cajas por encima de la última división de las estanterías;Se sugiere utilizar las estanterías existentes y los archivadores disponibles para el almacenamiento de cajas;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
244;6/13/2025;3 - NOROCCIDENTAL;Antioquia;Puesto de trabajo.;Fiscalía Don Matías ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cableado suelto en los puestos de trabajo;Se sugiere canalizar cableado.;Tics ;;;;;;;;;;;;;;;
245;6/13/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo y Archivo.;Fiscalía Don Matías ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian objetos como escritorios, sillas, cajas, bolsas, conos e insumos de tecnología que obstruyen el paso";Se sugiere realizar una jornada de recolección de elementos de oficina que no se encuentren en uso;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
246;6/13/2025;3 - NOROCCIDENTAL;Antioquia;Oficina y pasillo;Fiscalía Don Matías ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian luminarias fundidas;Se sugiere realizar el cambio de las luminarias que se encuentren en mal estado;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
247;6/14/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo de la unidad local (piso 3 );Fiscalía UL- US Santa Rosa de osos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se identifica ventana si su respectivo vidrio;Se sugiere la instalación del vidrio;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
248;6/14/2025;3 - NOROCCIDENTAL;Antioquia;Escaleras de ingreso a sede Unidad seccional;Fiscalía UL- US Santa Rosa de osos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Escaleras con desprendimiento de borde;Se sugiere el cambio u arreglo del borde de enchape de escalera.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
249;6/14/2025;3 - NOROCCIDENTAL;Antioquia;"cocina, oficina (unidad local) patio interno (Unidad Seccional)";Fiscalía UL- US Santa Rosa de osos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se identifica un exceso de cajas de archivos almacenadas en la cocineta, así como acumulación de mobiliario dentro de oficinas y en el patio, falta de orden y aseo";"Se sugiere la evacuación de las cajas con archivos que actualmente se encuentran en áreas no destinadas para almacenamiento adecuado
Se sugiere Orden y aseo en el área";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
250;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Parqueadero CTI;Fiscalía CTI Parqueadero Santa Rosa de osos ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"No se identifican señales de prohibición de parqueo ni en entradas ni salidas.
No se identifican reductores de velocidad.
Señalización de pasos peatonales
Velocidad Máxima Permitida.
No se identifican camillas de emergencia ,ni botiquín de primeros auxilios.

";"1.  Instalación de señalizaciones viales:
Se recomienda implementar señalización visible en el parqueadero, incluyendo:
•  Señales de prohibición de parqueo en zonas críticas como entradas, salidas y áreas de circulación.
•  Señales que indiquen la velocidad máxima permitida, 
2.  Dotación de elementos de emergencia:
•  Camillas de emergencia en puntos estratégicos.
•  Botiquines de primeros auxilios debidamente señalizados y accesibles,";"Comité de Seguridad vial 
SST Regional noroccidental ";;;;;;;;;;;;;;;
251;6/18/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina de recepción de denuncias bienes y
transportes";Patio Único Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se    evidencian
desniveles, charcos y pantanos en
las calles internas";"Se sugiere nivelar el terreno
con  tierra  vegetal,  arena  o grava.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
252;6/18/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina Recepción denuncias de bienes y
transportes";Patio Único Caldas ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";II;Se evidencian enchufes eléctricas desprendidos ;Se   sugiere   fijar   enchufes eléctricos;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
253;6/18/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina Recepción denuncias de bienes y
transportes";Patio Único Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se   identifica almacenamiento inadecuado de productos de aseo;"Se  sugiere almacenar
adecuadamente los productos de aseo";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
254;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Oficina de archivo y bodega;Patio Único Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se    evidencia humedad  y gotereas  la oficina de archivo
Se evidencia humedad y gotera en bodega";Se  sugiere identificar  y  corregir   el punto  de filtración y reparar o reemplazar las secciones de la pared que se encuentren deterioradas;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
255;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Oficina de archivo;Patio Único Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se  evidencia falta  de pasamanos
Se evidencia escalones de la escalera flojos";Se   sugiere   completar  el pasamanos   y   ajustar   los escalones.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
256;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Bodega;Patio Único Caldas ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";II;Se  identifica tablero  sin  tapa y sin señalización;Se sugiere ponerle tapa a la caja  e  instalar  señalización de riesgo eléctrico;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
257;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Casa contigua a la sede;Patio Único Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia humedad y gotereas en la casa
contigua:
Se evidencia grietas en los techos
se evidencia puertas y ventanas en mal estado";"Se  sugiere  no  pasar  a  la
casa contigua debido a que se encuentra en mal estado.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
258;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Casa contigua a la sede;Patio Único Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se     evidencia
almacenamiento incorrecto de partes
automotor que obstaculiza el paso";"Se  sugiere  no  pasar  a  la
casa contigua debido a que se encuentra en mal estado.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
259;6/18/2025;3 - NOROCCIDENTAL;Antioquia;Casa contigua a la sede;Patio Único Caldas ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";III;Se     evidencia productos químicos sin rotulación ;Se  sugiere  almacenar adecuadamente    los productos químicos y roturarlos;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
260;6/20/2025;3 - NOROCCIDENTAL;Antioquia;Pasillos;Fiscalía y CTI Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia humedad y gotereas en los pasillos,
la cual hace que el agua llegue al cableado
eléctrico de las oficinas";"Se sugiere identificar y corregir el punto de
filtración y reparar o reemplazar las secciones de
la pared que se encuentren deterioradas";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
261;6/20/2025;3 - NOROCCIDENTAL;Antioquia;"Segundo piso, oficinas de archivo";Fiscalía y CTI Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia humedad y gotereas la oficina de
archivo";"Se sugiere identificar y corregir el punto de
filtración y reparar o reemplazar las secciones de
la pared que se encuentren deterioradas";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
262;6/20/2025;3 - NOROCCIDENTAL;Antioquia;"Segundo piso, baño hombres";Fiscalía y CTI Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se identifica almacenamiento incorrecto de
estanterías y cajas de documentos";"Se sugiere adecuar una oficina para el correcto
almacenamiento de los archivos.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
263;6/20/2025;3 - NOROCCIDENTAL;Antioquia;"Segundo piso, pasillos";Fiscalía y CTI Caldas ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se identifican estanterías en zonas de acceso y
cerca a la escalera, la cual puede ocasionar
riesgo de caída de objetos a las personas que
circulan por las escaleras";Se sugiere reubicar estantería.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
264;7/3/2025;3 - NOROCCIDENTAL;Antioquia;"Área de archivo local, oficina fiscal 061 local y oficina de la asistente";Fiscalía UL Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia almacenamiento de cajas por encima de la última división de las estanterías, superando los dos metros de altura.";"Se sugiere almacenar la documentación en lugares que no superen los dos metros de altura, como también utilizar archivadores y estanterías disponibles para almacenar las cajas";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
265;7/3/2025;3 - NOROCCIDENTAL;Antioquia;"Área de archivo local, oficina fiscal local.";Fiscalía UL Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian cajas, documentación, platones de plástico, teclados y demás elementos almacenados inadecuadamente";"
Se recomienda organizar y almacenar adecuadamente las cajas, documentación, platones de plástico, teclados y otros objetos en la estantería destinada para tal fin.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
266;7/3/2025;3 - NOROCCIDENTAL;Antioquia;Oficina fiscal local 061;Fiscalía UL Segovia ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cableado eléctrico por fuera de las canaletas y sin agarraderas.;Se recomienda reorganizar y canalizar adecuadamente el cableado eléctrico que actualmente se encuentra expuesto.;Tics ;;;;;;;;;;;;;;;
267;7/3/2025;3 - NOROCCIDENTAL;Antioquia;Oficina fiscal local 061;Fiscalía UL Segovia ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desorden y elementos que no pertenecen al puesto de trabajo;Se recomienda Identificar y retirar del área de trabajo todos aquellos elementos que no correspondan a las funciones o actividades propias del puesto.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
268;7/3/2025;3 - NOROCCIDENTAL;Antioquia;Patio;Fiscalía UL Segovia ;QUÍMICO 1 - GASES Y VAPORES;I;Se evidencia elementos y material aurífero (que contiene oro ) contaminado de mercurio.;Se recomienda señalizar y limitar la zona donde ocurre la contaminación con mercurio para evitar el ingreso de personas no autorizadas como también contacto directo con la piel;"Coordinador sede,
Gestión Ambiental ";;;;;;;;;;;;;;;
269;7/7/2025;3 - NOROCCIDENTAL;Antioquia;"*Paredes y techo de la sede.
*Patio.
*Sala de recepción de usuarios.";Fiscalía Amalfi ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"•  Se evidencian humedades y grietas en paredes de la sede.
•  Se evidencia matera en concreto quebrada.
•  Se evidencia tragaluz de techo con grietas.";"•  Se sugiere tramitar ante el propietario del inmueble la reparación de las humedades y grietas.
•  Se sugiere realizar la reparación de la matera en concreto.
•  Se sugiere tramitar ante el propietario del inmueble la reparación del tragaluz del techo.";Gestión Contractual ;;;;;;;;;;;;;;;
270;7/7/2025;3 - NOROCCIDENTAL;Antioquia;"Acceso a la sede, los baños y el patio";Fiscalía Amalfi ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian desniveles sin demarcar;Se sugiere demarcar desniveles;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
271;7/7/2025;3 - NOROCCIDENTAL;Antioquia;"*Sala de recepción de usuarios
*Pasillo";Fiscalía Amalfi ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia almacenamiento de cajas por encima de la última división de estanterías.;"Se sugiere utilizar estanterías existentes y archivadores disponibles para el almacenamiento de cajas.
";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
272;7/7/2025;3 - NOROCCIDENTAL;Antioquia;Puestos de trabajo;Fiscalía Amalfi ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cableado suelto en los puestos de trabajo.;Se sugiere canalizar cableado.;Tics ;;;;;;;;;;;;;;;
273;7/8/2025;3 - NOROCCIDENTAL;Antioquia;"•  Patio trasero
•  Cocineta
•  Parte del pasillo trasero de la sede";Fiscalía Nechi ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se identifica daño interno en las tuberías, posiblemente causado por acumulación de basura, grasa u otros residuos. Esta obstrucción impide que, durante las lluvias, el agua circule adecuadamente por las tuberías, lo que genera inundaciones y provoca que el agua se desborde por el baño y los desagües ubicados en la parte trasera de la sede.";"Se sugiere realizar una revisión y adecuación de las tuberías del acueducto que están conectadas a la sede. En caso de que presenten daños estructurales o funcionales, se recomienda proceder con el cambio completo de las mismas para garantizar el correcto flujo del agua y evitar futuras inundaciones.
";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
274;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Área de archivo;Fiscalía Nechi ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se identifica que el área del archivo presenta inundación, presuntamente ocasionada por fallas en las tuberías internas de la sede. Estas fallas podrían deberse a acumulación excesiva de basura, grasa u otros residuos que impiden la correcta evacuación de las aguas negras.";"Se sugiere realizar una revisión y adecuación de las tuberías del acueducto que están conectadas a la sede. En caso de que presenten deterioro, obstrucciones o fallas estructurales, se recomienda proceder con su reemplazo para garantizar el correcto funcionamiento del sistema hidráulico y evitar futuras afectaciones como inundaciones o retorno de aguas residuales.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
275;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Baños de la sede mixto y privado;Fiscalía Nechi ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se constató que ambas áreas estaban inundadas debido al exceso de basura y grasa acumulada en las tuberías internas de la sede. 
";"Se sugiere realizar una revisión y adecuación de las tuberías del acueducto que están conectadas a la sede. En caso de que se identifiquen daños, obstrucciones o deterioro en su estructura, se recomienda proceder con el cambio total de las mismas, con el fin de garantizar el correcto funcionamiento del sistema hidráulico y evitar futuras afectaciones como inundaciones o retorno de aguas residuales.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
276;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Sala de reuniones;Fiscalía Nechi ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";II;"Se identifica la caja de breakers con su respectiva señalización, pero sin la tapa de seguridad. ";Se sugiere la instalación de su respectiva tapa de seguridad.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
277;7/8/2025;3 - NOROCCIDENTAL;Antioquia;"Sede Nechí , Antioquia";Fiscalía Nechi ;BIOLÓGICO - MORDEDURAS Y PICADURAS;III;"Debido al área de ubicación de la sede, se identifica que esta se encuentra en una zona propensa a la proliferación de insectos, específicamente zancudos.";"•  Se sugiere continuar con el plan de fumigación en la sede, 
•   Se recomienda verificar el esquema de vacunación de la servidora afectada. ";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
278;7/8/2025;3 - NOROCCIDENTAL;Antioquia;"*Paredes de la sede.
*Baño de las mujeres.";Fiscalía Barbosa ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian humedades en las paredes de la sede.
Se evidencia una gotera en el lavamanos";"Se sugiere tramitar ante el propietario del inmueble la reparación de las humedades evidenciadas en las paredes.
Se recomienda realizar la reparación del lavamanos";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
279;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Ingreso a la sede;Fiscalía Barbosa ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desnivel sin demarcar;Se sugiere demarcar desnivel;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
280;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Archivo;Fiscalía Barbosa ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia almacenamiento de cajas por encima de la última división de las estanterías;"Se sugiere utilizar las estanterías existentes y los archivadores disponibles para el almacenamiento de cajas,";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
281;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Puestos de trabajo;Fiscalía Barbosa ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cableado suelto en los puestos de trabajo;Se sugiere canalizar cableado.;Tics ;;;;;;;;;;;;;;;
282;7/8/2025;3 - NOROCCIDENTAL;Antioquia;Cocineta.;Fiscalía Barbosa ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia la presencia de elementos que no corresponden a la actividad laboral en la cocineta, tales como un cilindro de gas y un fogón";"Se sugiere retirar de la cocineta elementos como el cilindro de gas y el fogón, ya que no cumplen con los estándares de seguridad establecidos para el entorno laboral. En su lugar, se recomienda utilizar el microondas";Coordinador sede;;;;;;;;;;;;;;;
